hs,countries,description
880621,145,"Unmanned aircraft: for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of not more than 250g"
880622,173,"Unmanned aircraft: for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 250g but not more than 7kg"
880623,139,"Unmanned aircraft: for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 7kg but not more than 25kg"
880624,122,"Unmanned aircraft: for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 25kg but not more than 150kg"
880629,127,"Unmanned aircraft: for remote-controlled flight only, for other than for carriage of passengers, with the maximum take-off weight of more than 150kg"
880691,70,Unmanned aircraft: for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight not more than 250g
880692,103,Unmanned aircraft: for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 250g but not more than 7kg
880693,90,Unmanned aircraft: for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 7kg but not more than 25kg
880694,89,Unmanned aircraft: for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 25kg but not more than 150kg
880699,108,Unmanned aircraft: for other than remote-controlled flight and other than for carriage of passengers with a maximum take-off weight more than 150kg
880710,182,Aircraft and spacecraft: propellers and rotors and parts thereof
880720,182,Aircraft and spacecraft: under-carriages and parts thereof
880730,215,"Aircraft and spacecraft: parts of aeroplanes, helicopters or unmanned aircraft n.e.c. in heading no. 8807"
880790,195,Aircraft and spacecraft: parts thereof n.e.c. in chapter 88
890110,143,"Cruise ships, excursion boats and similar vessels, principally designed for the transport of persons, ferry boats of all kinds"
890120,103,Tankers
890130,30,"Vessels, refrigerated: other than tankers"
890190,161,"Vessels: n.e.c. in heading no. 8901, for the transport of goods and other vessels for the transport of both persons and goods"
890200,146,"Fishing vessels, factory ships and other vessels: for processing or preserving fishery products"
890311,154,"Yachts and other vessels: for pleasure or sports, inflatable (including rigid hull inflatable), fitted or designed to be fitted with a motor, unladen (net) weight (excluding the motor) not exceeding 100kg"
890312,152,"Yachts and other vessels: for pleasure or sports, inflatable (including rigid hull inflatable), not designed to be used with a motor and unladen (net) weight not exceeding 100kg"
890319,184,"Yachts and other vessels: for pleasure or sports, inflatable (including rigid hull inflatable), unladen (net) weight exceeding 100kg"
890321,149,"Sailboats: (other than inflatable) with or without auxiliary motor, for pleasure or sports, of a length not exceeding 7.5m"
890322,128,"Sailboats: (other than inflatable) with or without auxiliary motor, for pleasure or sports, of a length exceeding 7.5m but not exceeding 24m"
890323,69,"Sailboats: (other than inflatable) with or without auxiliary motor, for pleasure or sports, of a length exceeding 24m"
890331,168,"Motorboats: (other than outboard motorboats), for pleasure or sports, other than inflatable, of a length not exceeding 7.5m"
890332,169,"Motorboats: (other than outboard motorboats), for pleasure or sports, other than inflatable, of a length exceeding 7.5m but not exceeding 24m"
890333,96,"Motorboats: (other than outboard motorboats), for pleasure or sports, other than inflatable, of a length exceeding 24m"
890393,195,"Vessels: (other than sailboats and motorboats), for pleasure or sports, other than inflatable, of a length not exceeding 7.5m"
890399,199,"Vessels: (other than sailboats and motorboats), for pleasure or sports, other than inflatable, of a length exceeding 7.5m"
890400,128,Tugs and pusher craft
890510,124,Dredgers
890520,91,Floating or submersible drilling or production platforms
890590,157,"Vessels: light, fire-floats, floating cranes and other vessels, the navigability of which is subsidiary to their main function, floating docks"
890610,28,Vessels: warships
890690,186,"Vessels: other, including lifeboats other than rowing boats, other than warships"
890710,191,Rafts: inflatable
890790,208,"Floating structures: tanks, coffer-dams, landing stages, buoys and beacons"
890800,93,Vessels and other floating structures: for breaking up
900110,200,"Optical fibres, optical fibre bundles and cables: excluding those of heading no. 8544"
900120,135,"Optical elements: polarising material, sheets and plates thereof"
900130,181,"Lenses, contact: unmounted, of any material, excluding elements of glass not optically worked"
900140,188,"Lenses, spectacle: unmounted, of glass, excluding elements of glass not optically worked"
900150,202,"Lenses, spectacle: unmounted, of materials other than glass"
900190,196,"Optical elements: lenses n.e.c. in heading no. 9001, prisms, mirrors and other optical elements, unmounted, of any material (excluding elements of glass not optically worked)"
900211,200,"Lenses: objective, for cameras, projectors or photographic enlargers or reducers, mounted, being parts or fittings for instruments or apparatus, of any material (excluding glass not optically worked)"
900219,189,"Lenses: objective, (other than for cameras, projectors or photographic enlargers or reducers), mounted, of any material (excluding elements of glass not optically worked)"
900220,198,"Filters: mounted as parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)"
900290,199,"Optical elements: n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)"
900311,205,"Frames and mountings: for spectacles, goggles or the like, of plastics"
900319,201,"Frames and mountings: for spectacles, goggles or the like, of materials other than plastics"
900390,188,"Frames and mountings: parts for spectacles, goggles or the like"
900410,215,"Sunglasses: corrective, protective or other"
900490,221,"Spectacles, goggles and the like: (other than sunglasses) corrective, protective or other"
900510,194,Binoculars
900580,185,"Monoculars: other optical telescopes and astronomical instruments, excluding instruments for radio-astronomy"
900590,159,"Binoculars, monoculars, other optical telescopes, astronomical instruments (excluding those of radio-astronomy): parts and accessories (including mountings)"
900630,170,"Cameras, photographic (excluding cinematographic): specially designed for underwater use, aerial survey, medical or surgical examination of internal organs: comparison cameras for forensic or criminological use"
900640,156,"Cameras, photographic (excluding cinematographic): instant print cameras"
900653,165,"Cameras, photographic (excluding cinematographic), for roll film of a width of 35mm"
900659,190,"Cameras, photographic (excluding cinematographic): n.e.c. in heading no 9006"
900661,168,Photographic flashlight apparatus: discharge lamp (electronic)
900669,176,Photographic flashlight apparatus: n.e.c. in heading no. 9006
900691,191,"Cameras, photographic (excluding cinematographic): parts and accessories"
900699,179,"Photographic flashlight apparatus: parts and accessories, for other than cameras"
900710,190,"Cameras, cinematographic: whether or not incorporating sound recording apparatus"
900720,174,"Projectors, cinematographic: whether or not incorporating sound recording or reproducing apparatus"
900791,194,"Cameras, cinematographic: parts and accessories, whether or not incorporating sound recording apparatus"
900792,169,"Projectors, cinematographic: parts and accessories, whether or not incorporating sound reproducing apparatus"
900850,189,"Image projectors, photographic enlargers and reducers, excluding cinematographic"
900890,160,"Photographic (other than cinematographic) image projectors, enlargers, and reducers: parts and accessories"
901010,152,Photographic laboratory apparatus and equipment: for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of paper
901050,180,"Photographic laboratory apparatus and equipment: n.e.c. in item no. 9010.10, for photographic (including cinematographic) laboratories: negatoscopes"
901060,199,Photographic laboratory apparatus and equipment (including cinematographic): projection screens
901090,169,Photographic laboratory apparatus and equipment (including cinematographic): parts and accessories
901110,182,"Microscopes, compound optical: stereoscopic microscopes"
901120,168,"Microscopes, compound optical: for photomicrography, cinephotomicrography or microprojection"
901180,200,"Microscopes, compound optical: (other than stereoscopic and microscopes for photomicrography, cinephotomicrography or microprojection)"
901190,181,"Microscopes, compound optical: parts and accessories (including those for photomicrography, cinephotomicrography or microprojection)"
901210,169,Microscopes (excluding optical microscopes): diffraction apparatus
901290,154,Microscopes (excluding optical microscopes): diffraction apparatus: parts and accessories
901310,166,"Optical appliances and instruments: telescopic sights for fitting to arms: periscopes: telescopes designed to form parts of machines, appliances, instruments or apparatus of this chapter"
901320,197,Lasers: other than laser diodes
901380,201,"Optical devices, appliances and instruments: n.e.c. in heading no. 9013"
901390,185,Optical appliances and instruments: parts and accessories for articles of heading no. 9013
901410,194,Navigational instruments and appliances: direction finding compasses
901420,179,Navigational instruments and appliances: for aeronautical or space navigation (excluding compasses)
901480,203,Navigational instruments and appliances: for navigation other than aeronautical or space navigation (excluding direction finding compasses)
901490,198,Navigational instruments and appliances: parts and accessories
901510,196,Rangefinders
901520,187,Surveying equipment: theodolites and tachymeters (tacheometers)
901530,213,Surveying equipment: levels
901540,168,Surveying equipment: photogrammetrical surveying instruments and appliances
901580,219,"Surveying equipment: articles n.e.c. in heading no. 9015, including hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances (excluding compasses)"
901590,210,Surveying equipment: parts and accessories for articles of heading no. 9015
901600,192,"Balances: of a sensitivity of 5cg or better, with or without weights"
901710,174,Drafting tables and machines: whether or not automatic
901720,215,"Drawing, marking-out or mathematical calculating instruments"
901730,212,"Mathematical equipment: micrometers, callipers and gauges"
901780,219,Mathematical instruments and equipment: n.e.c. in heading no. 9017
901790,182,"Drawing, marking-out equipment and mathematical instruments: parts and accessories"
901811,208,"Medical, surgical instruments and appliances: electro-cardiographs"
901812,207,"Medical, surgical instruments and appliances: ultrasonic scanning apparatus"
901813,172,"Medical, surgical instruments and appliances: magnetic resonance imaging apparatus"
901814,122,"Medical, surgical instruments and appliances: scintigraphic apparatus"
901819,220,"Medical, surgical instruments and appliances: electro-diagnostic apparatus (including apparatus for functional exploratory examination or for checking physiological parameters), n.e.c. in item no. 9018.1"
901820,181,"Medical, surgical instruments and appliances: ultra-violet or infra-red ray apparatus"
901831,213,"Medical, surgical instruments and appliances: syringes, with or without needles"
901832,210,"Medical, surgical instruments and appliances: tubular metal needles and needles for sutures"
901839,218,"Medical, surgical instruments and appliances: catheters, cannulae and the like"
901841,175,"Dental instruments and appliances: dental drill engines, whether or not combined on a single base with other dental equipment"
901849,216,Dental instruments and appliances: other than dental drill engines
901850,213,Ophthalmic instruments and appliances
901890,225,"Medical, surgical or dental instruments and appliances: n.e.c. in heading no. 9018"
901910,218,Mechano-therapy appliances: massage apparatus and psychological aptitude-testing apparatus
901920,215,"Therapeutic respiration apparatus: ozone, oxygen, aerosol therapy apparatus: artificial respiration or other therapeutic respiration apparatus"
902000,216,Breathing appliances and gas masks: excluding protective masks having neither mechanical parts nor replaceable filters and excluding apparatus of item no. 9019.20
902110,212,Orthopaedic or fracture appliances
902121,186,Dental fittings: artificial teeth
902129,189,Dental fittings: other than artificial teeth
902131,182,Artificial parts of the body
902139,200,Artificial parts of the body: excluding artificial joints
902140,184,Hearing aids (excluding parts and accessories)
902150,168,Pacemakers: for stimulating heart muscles (excluding parts and accessories)
902190,204,"Appliances: worn, carried or implanted in the body, to compensate for a defect or disability"
902212,177,"Apparatus based on the use of x-rays: including radiography or radiotherapy apparatus, whether or not for medical, surgical, dental or veterinary uses, computed tomography apparatus"
902213,180,"Apparatus based on the use of x-rays: including radiography or radiotherapy apparatus, for dental uses, excluding computed tomography apparatus"
902214,206,"Apparatus based on the use of x-rays: including radiography or radiotherapy apparatus, for medical, surgical or veterinary uses, not dental uses, excluding computed tomography apparatus"
902219,196,"Apparatus based on the use of x-rays, including radiography or radiotherapy apparatus: for other than medical, surgical, dental or veterinary uses"
902221,156,"Apparatus based on the use of alpha, beta, gamma or other ionising radiations, including radiography or radiotherapy apparatus: for medical, surgical, dental or veterinary uses"
902229,162,"Apparatus based on the use of alpha, beta, gamma or other ionising radiations, including radiography or radiotherapy apparatus: (for other than medical, surgical, dental or veterinary uses)"
902230,183,X-ray tubes
902290,209,"Apparatus based on use of x-rays and similar: parts and accessories (x-ray generators, tubes, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and like"
902300,211,"Instruments, apparatus and models: designed for demonstrational purposes (in education or exhibitions), unsuitable for other uses"
902410,187,"Machines and appliances: for testing the hardness, strength, compressibility, elasticity or other mechanical properties of metals"
902480,195,"Machines and appliances: for testing the hardness, strength, compressibility, elasticity or other mechanical properties of materials other than metals"
902490,188,"Machines and appliances: parts and accessories for those testing hardness, strength, compressibility, elasticity or other mechanical properties of materials (e.g. metal, wood, textiles, paper, plastics)"
902511,201,"Thermometers and pyrometers: liquid filled, for direct reading, not combined with other instruments"
902519,221,"Thermometers and pyrometers: (other than liquid filled, for direct reading), not combined with other instruments"
902580,211,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers: recording or not, any combination of these instruments (excluding thermometers and barometers not combined with other instruments)"
902590,203,"Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers: recording or not, any combination of these instruments, parts and accessories"
902610,218,Instruments and apparatus: for measuring or checking the flow or level of liquids
902620,223,Instruments and apparatus: for measuring or checking pressure
902680,215,"Instruments and apparatus: for measuring or checking variables of liquids or gases (excluding pressure or the flow and level of liquids and those of heading no. 9014, 9015, 9028 and 9032)"
902690,217,"Instruments and apparatus: parts and accessories for those measuring or checking the flow, level, pressure or other variables of liquids or gases (excluding those of heading no. 9014, 9015, 9028 or 9032)"
902710,212,"Instruments and apparatus: gas or smoke analysis apparatus, for physical or chemical analysis"
902720,185,Chromatographs and electrophoresis instruments
902730,204,"Spectrometers, spectrophotometers and spectrographs: using optical radiations (UV, visible, IR)"
902750,219,"Instruments and apparatus: using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)"
902781,187,"Instruments and apparatus: for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, mass spectrometers"
902789,219,"Instruments and apparatus: for physical or chemical analysis, for measuring or checking viscosity, porosity, expansion, surface tension or quantities of heat, sound or light, exposure meters"
902790,220,Microtomes and parts and accessories thereof
902810,186,"Meters: gas, supply or production meters, including calibrating meters thereof"
902820,214,"Meters: liquid supply or production meters, including calibrating meters thereof"
902830,217,"Meters: electricity supply or production meters, including calibrating meters thereof"
902890,202,"Meters: parts and accessories of gas, liquid, electricity supply or production meters, including calibrating meters thereof"
902910,198,"Meters and counters: revolution counters, production counters, taximeters, mileometers, pedometers and the like"
902920,206,Meters: speed indicators and tachometers: stroboscopes
902990,198,"Meters and counters: parts and accessories for revolution and production counters, taximeters, mileometers, pedometers and the like: speed indicators, tachometers (excluding heading no. 9015), stroboscopes"
903010,193,Instruments and apparatus: for measuring or detecting ionising radiations
903020,174,Oscilloscopes and oscillographs
903031,212,"Multimeters: for measuring or checking voltage, current, resistance or power (other than those for measuring or checking semiconductor wafer or devices), without a recording device"
903032,202,"Multimeters: for measuring or checking voltage, current, resistance or power, with a recording device"
903033,217,"Instruments and apparatus: for measuring or checking voltage, current, resistance or power, without a recording device (excluding multimeters)"
903039,202,"Instruments and apparatus: for measuring or checking voltage, current, resistance or power, with a recording device (excluding multimeters)"
903040,207,"Instruments and apparatus: specially designed for telecommunications (e.g. cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)"
903082,138,Instruments and apparatus: for measuring or checking semiconductor wafers or devices (including integrated circuits)
903084,193,"Instruments and apparatus: n.e.c. in heading no. 9030, with a recording device"
903089,202,"Instruments and apparatus: n.e.c. in heading no. 9030, without a recording device"
903090,201,"Instruments, apparatus for measuring, checking electrical quantities, not meters of heading no. 9028: parts and accessories, for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations"
903110,189,Machines: for balancing mechanical parts
903120,185,Test benches
903141,136,"Optical instruments and appliances: for inspecting semiconductor wafers or devices or for inspecting photomasks or reticles used in manufacturing semiconductor devices, n.e.c. in chapter 90"
903149,210,"Optical instruments and appliances: for measuring or checking, n.e.c. in chapter 90"
903180,224,"Instruments, appliances and machines: for measuring or checking n.e.c. in chapter 90"
903190,215,"Instruments, appliances and machines: parts and accessories for those measuring or checking devices of heading no. 9031"
903210,214,"Regulating or controlling instruments and apparatus: automatic type, thermostats"
903220,198,"Regulating or controlling instruments and apparatus: automatic, manostats"
903281,208,"Regulating or controlling instruments and apparatus: automatic, hydraulic or pneumatic"
903289,219,"Regulating or controlling instruments and apparatus: automatic, other than hydraulic or pneumatic"
903290,215,"Regulating or controlling instruments and apparatus: automatic, parts and accessories"
903300,214,"Machines and appliances, instruments or apparatus of chapter 90: parts and accessories n.e.c. in chapter 90"
910111,188,"Wrist-watches: electrically operated, with or without a stop-watch, with case of precious metal or of metal clad with precious metal, with mechanical display only"
910119,169,"Wrist-watches: electrically operated, with or without a stop-watch, with case of precious metal or metal clad with precious metal, without mechanical display"
910121,181,"Wrist-watches: (not electrically operated), automatic winding, whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal"
910129,178,"Wrist-watches: (not electrically operated), (not automatic winding), whether or not incorporating a stop-watch facility, case of precious metal or of metal clad with precious metal"
910191,135,"Pocket-watches and other watches, including stop-watches: (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, electrically operated"
910199,178,"Pocket-watches and other watches, including stop-watches: (excluding wrist-watches), with case of precious metal or of metal clad with precious metal, not electrically operated"
910211,210,"Wrist-watches: electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with mechanical display only"
910212,205,"Wrist-watches: electrically operated, with or without a stop-watch, (other than those of heading no. 9101) with opto-electronic display only"
910219,192,"Wrist-watches: electrically operated, with or without a stop-watch, (other than those of heading no. 9101) without mechanical or opto-electronic display"
910221,200,"Wrist-watches: whether or not incorporating a stop-watch facility, with automatic winding"
910229,198,"Wrist-watches: whether or not incorporating a stop-watch facility, with other than automatic winding"
910291,184,"Pocket watches and other watches, including stop-watches: (excluding wrist-watches), other than those of heading no. 9101, electrically operated"
910299,190,"Pocket watches and other watches, including stop-watches: (excluding wrist-watches), other than those of heading no. 9101, other than electrically operated"
910310,163,"Clocks: with watch movements, electrically operated, excluding clocks of heading no. 9104"
910390,163,"Clocks: with watch movements, other than electrically operated, excluding clocks of heading no. 9104"
910400,163,"Clocks: instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels"
910511,192,"Clocks: (excluding those with watch movements and instrument panel clocks), alarm clocks, electrically operated"
910519,165,"Clocks: (excluding those with watch movements and instrument panel clocks), alarm clocks, other than electrically operated"
910521,205,"Clocks: (excluding those with watch movements and instrument panel clocks), wall clocks, electrically operated"
910529,200,"Clocks: (excluding those with watch movements and instrument panel clocks), wall clocks, other than electrically operated"
910591,179,"Clocks: (excluding those with watch movements and instrument panel clocks), (other than alarm or wall clocks), electrically operated"
910599,183,"Clocks: (excluding those with watch movements and instrument panel clocks), other than alarm or wall clocks, other than electrically operated"
910610,186,"Time recording apparatus: time-registers, time recorders, with clock, watch movement or synchronous motor"
910690,203,"Time recording apparatus: with clock or watch movement or with synchronous motor, n.e.c. in heading no. 9106"
910700,198,"Time switches: with clock, watch movement or synchronous motor"
910811,150,"Watch movements: complete and assembled, electrically operated, with mechanical display only or with a device to which a mechanical display can be incorporated"
910812,101,"Watch movements: complete and assembled, electrically operated, by means of solar cells, with opto-electronic display"
910819,114,"Watch movements: complete and assembled, electrically operated, by means of solar cells, without mechanical display or device including such or opto-electronic display"
910820,124,"Watch movements: complete and assembled, with automatic winding"
910890,132,"Watch movements: complete and assembled, not automatic winding or electrically operated"
910910,148,"Clock movements: complete and assembled, electrically operated"
910990,150,"Clock movements: complete and assembled, other than electrically operated"
911011,108,"Watches: complete movements, unassembled or partly assembled (movement sets)"
911012,82,"Watches: incomplete movements, assembled"
911019,57,Watches: rough movements
911090,130,"Clocks: movements, whether or not complete, incomplete, assembled or unassembled"
911110,90,Watch cases: of precious metal or of metal clad with precious metal
911120,132,"Watch cases: of base metal, whether or not gold-plated or silver-plated"
911180,146,Watch cases: n.e.c. in heading no. 9111
911190,142,Watch cases and parts thereof
911220,134,Clock cases and similar cases for other goods of chapter 91: other than watch cases
911290,126,"Clock cases and similar cases for other goods of chapter 91: other than watch cases, parts thereof"
911310,136,"Watch straps, watch bands, watch bracelets, and parts thereof: of precious metal or of metal clad with precious metal"
911320,177,"Watch straps, watch bands, watch bracelets, and parts thereof: of base metal, whether or not gold- or silver-plated"
911390,196,"Watch straps, watch bands, watch bracelets, and parts thereof: n.e.c. in heading no. 9113"
911430,140,Clock or watch parts: dials
911440,123,Clock or watch parts: plates and bridges
911490,186,"Clock or watch parts: other than springs (including hair-springs), dials, plates, and bridges"
920110,168,"Musical instruments: pianos, upright, including automatic pianos"
920120,155,"Musical instruments: pianos, grand"
920190,175,Musical instruments: harpsichords and other keyboard stringed instruments n.e.c. in heading no. 9201
920210,166,"Musical instruments: string, played with a bow (e.g. violins)"
920290,200,"Musical instruments: string, played other than with a bow (e.g. guitars and harps)"
920510,163,"Musical instruments: brass-wind (e.g. trumpets), other than fairground organs and mechanical street organs"
920590,191,"Musical instruments: wind, other than brass, (eg. clarinet, bagpipes, pipe organs), other than fairground organs and mechanical street organs"
920600,198,"Musical instruments: percussion (e.g. drums, xylophones, cymbals, castanets, maracas)"
920710,202,"Musical instruments: keyboard, (other than accordions), the sound of which is produced or must be amplified electrically"
920790,194,"Musical instruments: (other than keyboard), the sound of which is produced or must be amplified electrically"
920810,162,Musical boxes
920890,199,"Fairground and mechanical street organs, mechanical singing birds, musical saws and musical instruments n.e.c. in chapter 92: decoy calls of all kinds: whistles: call horns and other mouth-blown sound signalling instruments"
920930,167,Musical instrument strings
920991,151,Musical instruments: parts and accessories for pianos
920992,163,Musical instruments: parts and accessories for string musical instruments other than keyboard instruments
920994,165,"Musical instruments: parts and accessories for the musical instruments the sound of which is produced or must be amplified electrically (e.g. organs, guitars and accordions)"
920999,193,"Musical instruments: parts and accessories for musical instruments n.e.c. in heading no. 9209: metronomes, tuning forks and pitch pipes"
930110,67,"Military weapons: artillery weapons (e.g. guns, howitzers, and mortars)"
930120,80,"Military weapons: rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors"
930190,125,"Military weapons: other than revolvers, pistols, and arms of heading 9307, n.e.c. in heading 9301"
930200,161,Revolvers and pistols: other than those of heading no. 9303 or 9304
930310,65,Firearms: muzzle-loading
930320,157,"Firearms: sporting, hunting or target-shooting shotguns, including combination shotgun-rifles"
930330,154,"Firearms: sporting, hunting or target-shooting rifles n.e.c. in heading no. 9303"
930390,141,Firearms: n.e.c. in heading no. 9303
930400,178,"Firearms: (e.g. spring, air or gas guns and pistols, truncheons), excluding those of heading no. 9307"
930510,142,"Firearms: parts and accessories, of revolvers or pistols"
930520,156,"Firearms: parts and accessories, of shotguns or rifles of heading 9303"
930591,117,"Firearms: parts and accessories, of military weapons of heading 9301"
930599,157,"Firearms: parts and accessories, of firearms other than the military weapons of heading 9301"
930621,162,Ammunition: shotgun cartridges
930629,139,Ammunition: parts of shotgun cartridges
930630,174,Ammunition: cartridges and parts thereof n.e.c. in heading no. 9306
930690,152,Ammunition: n.e.c. in chapter 93
930700,152,"Arms: swords, cutlasses, bayonets, lances and the like, parts thereof and scabbards and sheaths therefor"
940110,165,Seats: of a kind used for aircraft
940120,203,Seats: of a kind used for motor vehicles
940131,184,"Seats: swivel with variable height adjustment of wood, excluding medical, surgical, dental, veterinary or barber furniture"
940139,217,"Seats: swivel with variable height adjustment of other than wood, excluding medical, surgical, dental, veterinary or barber furniture"
940141,188,"Seats: convertible into beds of wood, other than garden seats or camping equipment"
940149,198,"Seats: convertible into beds of other than wood, other than garden seats or camping equipment"
940152,152,Seats: of bamboo
940153,174,Seats: of rattan
940159,179,"Seats: of cane, osier or similar materials, other than bamboo or rattan"
940161,222,"Seats: with wooden frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)"
940169,219,"Seats: with wooden frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)"
940171,220,"Seats: with metal frames, upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)"
940179,219,"Seats: with metal frames, not upholstered, (excluding medical, surgical, dental, veterinary or barber furniture)"
940180,221,"Seats: n.e.c. in heading no. 9401, (excluding medical, surgical, dental, veterinary or barber furniture)"
940191,187,"Seats: parts, of wood, (other than for use in the assembly of motor vehicles as determined by the minister, other than automotive)"
940199,214,"Seats: parts, (of other than wood) for use in the assembly of motor vehicles as determined by the minister"
940210,203,"Chairs: dentists', barbers' or similar chairs having rotating as well as both reclining and elevating movements, and parts thereof"
940290,218,"Furniture: for medical, surgical, veterinary use (e.g. operating tables, examination tables, hospital beds with mechanical fittings) and parts thereof"
940310,223,"Furniture: metal, for office use"
940320,224,"Furniture: metal, other than for office use"
940330,222,"Furniture: wooden, for office use"
940340,222,"Furniture: wooden, for kitchen use"
940350,221,"Furniture: wooden, for bedroom use"
940360,225,"Furniture: wooden, other than for office, kitchen or bedroom use"
940370,219,Furniture: plastic
940382,182,Furniture: of bamboo
940383,178,Furniture: of rattan
940389,220,"Furniture: of cane, osier, or similar materials (other than bamboo or rattan)"
940391,217,"Furniture: parts, of wood"
940399,220,"Furniture: parts, of other than wood"
940410,219,Mattress supports
940421,214,"Mattresses: of cellular rubber or plastics, whether or not covered"
940429,225,"Mattresses: of other materials, not cellular rubber or plastics"
940430,196,Sleeping bags
940440,212,"Quilts, bedspreads, eiderdowns and duvets (comforters)"
940490,223,"Bedding and similar furnishing articles: n.e.c. in heading no. 9404 (e.g. quilts, eiderdowns, cushions, pouffes and pillows)"
940511,216,"Luminaires and light fittings: chandeliers and electric ceiling or wall light fittings: (excluding those used for lighting public open spaces or thoroughfares), for use solely with light-emitting diode (LED) light sources"
940519,215,"Chandeliers and electric ceiling or wall light fittings: (excluding those used for lighting public open spaces or thoroughfares), for use other than with light-emitting diode (LED) light sources"
940521,213,"Luminaires and light fittings: electric, table, desk, bedside or floor-standing, for use solely with light-emitting diode (LED) light sources"
940529,212,"Luminaires and light fittings: electric, table, desk, bedside or floor-standing, for other than use solely with light-emitting diode (LED) light sources"
940531,197,"Luminaires and light fittings: electric, lighting strings of a kind used for Christmas trees, for use solely with light-emitting diode (LED) light sources"
940539,203,"Luminaires and light fittings: electric, lighting strings of a kind used for Christmas trees, for other than use solely with light-emitting diode (LED) light sources"
940541,215,"Luminaires and light fittings: electric, photovoltaic, designed for use solely with light-emitting diode (LED) light sources"
940542,220,"Luminaires and light fittings: electric, designed for use solely with light-emitting diode (LED) light sources"
940549,219,"Luminaires and light fittings: electric, designed for other than use solely with light-emitting diode (LED) light sources"
940550,218,Luminaires and light fittings: non-electric
940561,213,"Luminaires: illuminated signs, illuminated name-plates and the like, designed for use solely with light-emitting diode (LED) light sources"
940569,210,"Luminaires: illuminated signs, illuminated name-plates and the like, designed for other than use solely with light-emitting diode (LED) light sources"
940591,200,"Lamps and light fittings: parts thereof, of glass"
940592,203,"Lamps and light fittings: parts thereof, of plastics"
940599,220,"Lamps and light fittings: parts thereof, of materials other than glass or plastics"
940610,190,"Buildings: prefabricated, of wood"
940620,184,"Buildings: modular building units, of steel"
940690,221,"Buildings: prefabricated, not of wood"
950300,223,"Tricycles, scooters, pedal cars and similar wheeled toys: dolls' carriages: dolls: other toys: reduced-size (scale) models and similar recreational models, working or not: puzzles of all kinds"
950420,203,Billiard articles and accessories of all kinds
950430,202,"Games: operated by coins, banknotes, bank cards, tokens or by other means of payment, other than billiard articles and accesssories, and automatic bowling alley equipment"
950440,206,Games: playing cards
950450,203,"Games: video game consoles and machines, other than those of subheading 9504.30"
950490,218,"Games: articles for funfair, table or parlour games, including pintables, special tables for casino games, automatic bowling alley equipment, n.e.c. in heading 9504"
950510,216,Christmas festivity articles
950590,217,"Festive, carnival or other entertainment articles including novelty jokes and conjuring tricks: other than Christmas festivity articles"
950611,136,Skis: for snow
950612,109,Ski-fastenings (ski-bindings): for snow-skis
950619,182,Snow-ski equipment
950621,143,Sailboards: for water sport
950629,214,"Water sport equipment: water-skis, surf-boards and other water-sport equipment, excluding sailboards"
950631,166,Golf clubs: complete
950632,182,Golf balls
950639,182,Golf equipment: other than clubs and balls
950640,203,Table-tennis articles and equipment
950651,182,Lawn-tennis rackets: whether or not strung
950659,195,"Tennis, badminton and similar rackets: whether or not strung"
950661,190,Lawn-tennis balls
950662,214,Balls: inflatable
950669,208,"Balls: (other than inflatable or for lawn-tennis, golf or table-tennis)"
950670,184,"Skates: ice and roller, including skating boots with skates attached"
950691,220,Athletics and gymnastics equipment
950699,222,Equipment for outdoor games and recreation n.e.c. in heading no. 9506
950710,199,Fishing rods
950720,202,Fish-hooks: whether or not snelled
950730,192,Fishing reels
950790,219,"Fishing tackle n.e.c., butterfly nets, decoy birds (other than those of heading no. 9208 or 9705) and similar hunting or shooting requisites"
